a_x,a_y,a_z,a_zz,delta_theta,theta_value,sql,T_H
2.739560486,-0.6112156025,3.585979199,1.973680291,0.1255010596,3.1,0.1,10
-4.058226521,4.756223516,2.61139702,2.860643053,0.2274110515,3.1,0.1,10
-3.718863673,-0.496140621,-1.292019758,4.267649888,0.123236799,3.1,0.1,10
1.438651201,3.227616133,-0.5658580117,-2.727612782,0.4445234512,3.1,0.1,10
0.5458478702,-4.361827439,3.27631172,1.316643991,0.4059809271,3.1,0.1,10
2.580877401,-1.454740319,4.706980244,3.931211213,0.2001590684,3.1,0.1,10
2.783834971,-3.053612921,-0.3327899627,-4.561962342,0.9215857175,3.1,0.1,10
-3.457105079,1.830489532,2.447621559,4.675097324,0.07636786348,3.1,0.1,10
-1.741746419,-1.29540294,-0.3044418872,-3.105286409,0.4634867086,3.1,0.1,10
-3.700784947,-0.2429507377,-2.730906509,1.698139947,0.1458979787,3.1,0.1,10
-0.6284808113,3.326781961,2.00265102,-1.876333586,0.2823276215,3.1,0.1,10
3.322598014,3.047643575,-1.12521621,-2.116718961,0.1719422992,3.1,0.1,10
1.82495504,-3.602475164,-3.000917975,-4.926377302,0.7232040047,3.1,0.1,10
2.869243775,1.648508566,2.051653786,2.80729031,0.2009842195,3.1,0.1,10
-0.4108422446,0.6874119595,-3.602030019,-3.854699265,0.1031679657,3.1,0.1,10
1.684029618,-0.2890379386,0.6523610648,2.649988574,4.585474406,3.1,0.1,10
1.3471832,0.5357940066,0.5920716075,-1.960499019,0.1199987307,3.1,0.1,10
-4.691821654,-0.6328261077,-2.854153272,-0.9147135628,0.8604145271,3.1,0.1,10
3.534030733,-2.660605141,-4.416972583,-2.18616108,0.1562125806,3.1,0.1,10
-2.064062422,1.619165147,0.5703215234,2.838982091,0.07580586918,3.1,0.1,10
1.643135403,-0.9361313856,3.140203847,-3.330270801,0.1266538445,3.1,0.1,10
-4.772879269,-4.099521392,2.223593506,-0.3812276975,0.1558583662,3.1,0.1,10
-3.38728221,0.01044775103,-3.476878973,1.963203751,0.6660202458,3.1,0.1,10
-0.5384372443,-1.189787739,-1.984879109,1.302825931,0.1085834122,3.1,0.1,10
-1.381873894,-4.123500807,-3.819940979,4.618976645,0.1223774466,3.1,0.1,10
4.085806907,1.997071338,-2.341300385,4.691763773,2.358087481,3.1,0.1,10
2.78750904,2.168901892,-0.5063849786,-2.277584382,0.9637929613,3.1,0.1,10
-4.036090378,4.026023965,-0.4422371017,-2.976366352,0.2827352193,3.1,0.1,10
-1.940433758,0.7921956894,-3.232272171,3.566142841,0.1171270779,3.1,0.1,10
2.585195298,2.19462956,-0.6790696022,1.273088407,10.4129947,3.1,0.1,10
0.8409796891,1.498466016,-4.155556789,-0.8419259783,0.1043246451,3.1,0.1,10
-4.583858261,-0.06009180755,-1.701387877,-3.554758111,0.1163529405,3.1,0.1,10
-3.965970323,0.8764457218,-3.294070315,4.251201184,0.5186374105,3.1,0.1,10
0.810611397,-1.531301955,0.9091549148,-4.77196129,0.2410542555,3.1,0.1,10
4.585592132,-0.1769656306,2.827352273,-4.172700001,0.1861577423,3.1,0.1,10
-0.1334166916,-0.09293005645,4.37826455,0.7172805238,0.1159366595,3.1,0.1,10
-0.2651059894,-2.330243369,-1.684310027,0.2067240247,1.969801884,3.1,0.1,10
-0.6108853969,-4.783879201,3.262919242,3.961607718,0.1348498167,3.1,0.1,10
-3.59750911,0.5403614354,-3.914242589,1.72240093,0.1143245878,3.1,0.1,10
-2.187662162,1.594226347,2.269946143,2.686474919,0.1124569528,3.1,0.1,10
-3.92259054,4.160118451,-2.697860091,-4.625874438,0.1783549452,3.1,0.1,10
0.5485246939,-1.290777161,3.297897431,3.082514721,0.1136310147,3.1,0.1,10
-1.828611072,4.528993951,-2.090821619,0.1505712923,0.1377508275,3.1,0.1,10
-2.440349094,4.3604357,-3.353921824,-4.550893806,0.1282510226,3.1,0.1,10
-0.6490294,4.923755641,3.916772663,2.486080195,0.1693406856,3.1,0.1,10
3.907924909,3.934466397,0.1885836039,-1.840709482,0.1025249944,3.1,0.1,10
2.720124321,1.616612632,-1.263422711,-4.055333319,0.3284414383,3.1,0.1,10
2.467896113,-2.375394841,4.368131505,-2.59029425,0.1234307366,3.1,0.1,10
